Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
2025,"Shohei Ohtani","LAD",158,727,55,146,102,20,0.149931224,0.257221458,0.340425532,0.315363881,0.281505728,0.391724137,0.62193126,0.4178216946885941,0.4226862300526012,172.3156045629402,3.680434776470065,65.99084893877733,-17.067899703979492,7.480110532847197,"Shohei Ohtani",19755,660271
2016,"Mookie Betts","BOS",158,730,31,122,113,26,0.067123287,0.109589041,0.21577381,0.322183098,0.31845238,0.363013698,0.53422619,0.3793270856101163,0.336681265440794,135.55698857109806,8.8957723476924,40.06038141410163,7.625175952911377,7.405659618136759,"Mookie Betts",13611,605141
2015,"Joey Votto","CIN",158,695,29,95,80,11,0.205755395,0.194244604,0.227522936,0.37075718,0.313761467,0.458992805,0.541284403,0.42690223323948245,0.42264058522223,173.84017590098324,-1.146891050040722,58.650514906960765,-11.777683526277542,7.253960932598808,"Joey Votto",4314,458015
2018,"Manny Machado","- - -",162,709,37,84,107,14,0.098730606,0.146685472,0.240506329,0.304435483,0.297468354,0.366713681,0.537974683,0.3765743402427254,0.3688956673341964,140.78177841093927,2.9686192183289677,37.69095859197452,9.548264741897583,7.24865017750914,"Manny Machado",11493,592518
2015,"Paul Goldschmidt","ARI",159,695,33,103,110,21,0.169784172,0.217266187,0.248677248,0.382051282,0.320987654,0.435158501,0.569664902,0.41752846115513853,0.40256597937607186,163.07701781337266,3.047335285693407,54.12849800937311,-7.481586456298828,7.229981296143301,"Paul Goldschmidt",9218,502671
2022,"Nolan Arenado","STL",148,620,30,73,103,5,0.083870967,0.116129032,0.240574506,0.289760348,0.292639138,0.358064516,0.533213644,0.38100475536559736,0.33908934554433434,149.23873319731655,0.0637058848515153,35.53237773632862,11.834844097495079,7.210835513032626,"Nolan Arenado",9777,571448
2016,"Jose Altuve","HOU",161,717,24,108,96,30,0.083682008,0.097629009,0.19375,0.347197106,0.3375,0.396358543,0.53125,0.3906506096485838,0.38473025636176844,151.9416936262607,2.849026076728478,47.563601675340884,-1.5744208693504333,7.187139190189098,"Jose Altuve",5417,514888
2021,"Trea Turner","- - -",148,646,28,107,77,32,0.063467492,0.170278637,0.208403361,0.362255965,0.327731092,0.374613003,0.536134453,0.3861617553308143,0.36438248536297096,142.50758213473318,7.5948633963707834,42.552830115166685,6.868292331695557,7.1295807191196525,"Trea Turner",16252,607208
2022,"Manny Machado","SDP",150,644,32,100,102,9,0.097826086,0.206521739,0.233564014,0.337349397,0.297577854,0.366459627,0.531141868,0.38163479654946914,0.3381571724587811,151.89197100623315,-0.36569839902222157,38.46117324145909,7.303587734699249,7.129193898658838,"Manny Machado",11493,592518
2025,"Geraldo Perdomo","ARI",161,720,20,98,100,27,0.130555555,0.115277777,0.172529313,0.302970297,0.289782244,0.389044943,0.462311557,0.3698901362224638,0.35512569626564705,137.98755046348717,3.7621945179998875,36.17883408519434,9.052163481712341,7.078549937322684,"Geraldo Perdomo",22799,672695
2017,"Kris Bryant","CHC",151,665,29,111,73,7,0.142857142,0.192481203,0.242258652,0.334170854,0.295081967,0.409022556,0.537340619,0.3991411538738193,0.37600265085516005,146.5762830238972,4.364855075255036,44.174056266397066,3.258491635322571,6.994580319313228,"Kris Bryant",15429,592178
2017,"José Ramírez","CLE",152,645,29,107,83,17,0.080620155,0.106976744,0.264957265,0.319105691,0.317948717,0.37364341,0.582905982,0.3964889530092478,0.36106716119904625,146.3522184493424,3.5378672131337225,40.425017292263675,8.48926591873169,6.991392696193725,"Jose Ramirez",13510,608070
2022,"Jose Altuve","HOU",141,604,28,103,57,18,0.109271523,0.144039735,0.233396585,0.314769975,0.299810246,0.387417218,0.533206831,0.3968867239761986,0.3538242906879304,164.41354359861333,0.3648246550001204,44.14540090591208,2.050360918045044,6.857674107806472,"Jose Altuve",5417,514888
2024,"Jarren Duran","BOS",160,735,21,111,75,34,0.073469387,0.217687074,0.207153502,0.344827586,0.284649776,0.341961852,0.491803278,0.3568673902286514,0.33795505794671066,130.74070663303564,8.320960067212582,34.17371282348279,7.7204811573028564,6.842792210282063,"Jarren Duran",24617,680776
2022,"Paul Goldschmidt","STL",151,651,35,106,115,7,0.121351766,0.216589861,0.260249554,0.367609254,0.317290552,0.403697996,0.577540106,0.4193155593526216,0.36669983288082914,175.43467587848605,0.9404578772373497,57.99607183762026,-15.312104940414429,6.830983251074134,"Paul Goldschmidt",9218,502671
2022,"Freddie Freeman","LAD",159,708,21,117,100,13,0.118644067,0.144067796,0.18627451,0.358870967,0.325163398,0.406779661,0.511437908,0.3925452781305916,0.4001841799693362,157.36182044310345,1.6737846648320556,48.85863145772206,-8.494811773300171,6.793077232780831,"Freddie Freeman",5361,518692
2016,"Josh Donaldson","TOR",155,700,37,122,99,7,0.155714285,0.17,0.265164645,0.299528301,0.284228769,0.404011461,0.549393414,0.40291753902256144,0.40333171760948905,156.60701741026318,-1.5860413326881826,45.989327505167566,-3.2871968168765306,6.792087674883439,"Josh Donaldson",5038,518626
2021,"Juan Soto","WSN",151,654,29,111,95,9,0.221712538,0.142201834,0.221115538,0.332467532,0.312749003,0.464831804,0.533864541,0.42023942209839255,0.42938464936755955,163.69397404985946,-3.1410651146434247,49.889143899030145,-4.1252360343933105,6.789773292612642,"Juan Soto",20123,665742
2021,"Fernando Tatis Jr.","SDP",130,546,42,99,97,25,0.113553113,0.28021978,0.328451883,0.324041811,0.282426778,0.364468864,0.610878661,0.40267823228129634,0.4068463360821759,157.6987803343458,5.662669645622373,45.76840830916096,3.5374543317593634,6.781511801140019,"Fernando Tatis Jr.",19709,665487
2017,"Mike Trout","LAA",114,507,33,92,72,22,0.185404339,0.177514792,0.323383084,0.318021201,0.305970149,0.441814595,0.629353233,0.4369006416177362,0.42412394661524633,180.49388600567576,3.6860287953168154,54.037911877224566,-2.746568977832794,6.773722978887768,"Mike Trout",10155,545361
2015,"Buster Posey","SFG",150,623,19,74,95,2,0.08988764,0.083467094,0.152603231,0.320486815,0.317773788,0.378812199,0.470377019,0.3632503050769912,0.37719351558362024,135.0178648403364,-1.6509776622988284,23.769430884255073,20.787801265716553,6.772103653239965,"Buster Posey",9166,457763
2015,"AJ Pollock","ARI",157,673,20,111,76,39,0.078751857,0.132243684,0.18226601,0.337917485,0.315270935,0.367013372,0.497536945,0.3708306717482931,0.3473423350941051,131.05384110083503,6.698424707166851,31.050456829126393,11.931877613067627,6.768881032936497,"AJ Pollock",9256,572041
2019,"Anthony Rendon","WSN",146,646,34,117,126,5,0.123839009,0.133126934,0.278899082,0.322580645,0.319266055,0.411764705,0.598165137,0.4126485417068565,0.414034230582019,154.77797651899814,-0.7967730304226279,45.891108379184814,3.1615604758262634,6.768231665809304,"Anthony Rendon",12861,543685
2025,"Trea Turner","PHI",141,639,15,94,69,36,0.067292644,0.167449139,0.152801358,0.34968017,0.303904923,0.355242566,0.456706281,0.35156535943473766,0.31791899869434515,124.8082278067238,7.955487499013543,26.743931087851973,17.25831699371338,6.677112544143246,"Trea Turner",16252,607208
2016,"Buster Posey","SFG",146,614,14,82,80,6,0.104234527,0.110749185,0.146567718,0.303225806,0.287569573,0.361563517,0.434137291,0.34098101673644693,0.36186970925893047,114.03461801971213,-2.626637923065573,7.9863023962947395,37.713761389255524,6.66821029697467,"Buster Posey",9166,457763
2022,"J.T. Realmuto","PHI",139,562,22,75,84,21,0.072953736,0.211743772,0.202380953,0.317934782,0.27579365,0.34163701,0.478174603,0.3539975367340387,0.3509326934814453,128.70202522484274,3.476746712811291,22.21785297840289,21.821733951568604,6.652136159475917,"J.T. Realmuto",11739,592663
2021,"Bryce Harper","PHI",141,599,35,101,84,13,0.166944908,0.223706176,0.305327869,0.359133126,0.309426229,0.42881072,0.614754098,0.4308981269751364,0.4295580227624491,170.48425745080436,-0.2738932305946946,53.47458777975753,-7.243551969528198,6.651533528861371,"Bryce Harper",11579,547180
2022,"Dansby Swanson","ATL",162,696,25,99,96,18,0.070402298,0.261494252,0.1703125,0.347826086,0.2765625,0.329022988,0.446875,0.3374367519870572,0.33694545828181205,116.77114989445319,3.732062434311956,17.29389711437156,22.029523849487305,6.6405336769298575,"Dansby Swanson",18314,621020
2019,"Christian Yelich","MIL",130,580,44,100,97,30,0.137931034,0.203448275,0.341513293,0.354545454,0.329243353,0.429310344,0.670756646,0.44159413070966164,0.4293966259153086,174.11236108167284,7.153554660268128,63.866774732921385,-14.04318380355835,6.638381166944059,"Christian Yelich",11477,592885
2023,"Matt Olson","ATL",162,720,54,127,139,1,0.144444444,0.231944444,0.320723685,0.301790281,0.282894736,0.388888888,0.603618421,0.4127573844756973,0.3921939473756602,161.5003752400049,0.2008774783462286,55.05745642092895,-13.335704684257507,6.601421360255289,"Matt Olson",14344,621566
2015,"Manny Machado","BAL",162,713,35,102,86,20,0.098176718,0.155680224,0.2164297,0.297352342,0.285939968,0.358649789,0.502369668,0.3701553995417607,0.3443540518624442,135.39868905590987,1.196518403943628,30.403120746141873,8.425982475280762,6.594378191923313,"Manny Machado",11493,592518
2023,"Shohei Ohtani","LAA",135,599,44,102,95,20,0.151919866,0.238731218,0.350100604,0.341853035,0.303822937,0.412457912,0.653923541,0.43348226798974615,0.42608540494677044,180.22090186209738,2.4862311827018857,60.06295386128151,-14.475308418273926,6.583737278961651,"Shohei Ohtani",19755,660271
2016,"Brian Dozier","MIN",155,691,42,104,99,18,0.088277858,0.199710564,0.278048781,0.279545454,0.268292682,0.339622641,0.546341463,0.36983795710573436,0.3285584174262153,131.57120886038533,5.257116929162294,31.449988279242937,9.372527360916138,6.568685489128285,"Brian Dozier",9810,572821
2024,"Elly De La Cruz","CIN",160,696,25,105,76,67,0.099137931,0.31321839,0.21197411,0.359042553,0.258899676,0.338616714,0.470873786,0.34864824028373453,0.3276056925455729,119.26510609565474,7.458791613578796,23.492793452431314,16.667002201080322,6.550527704390292,"Elly De La Cruz",26668,682829
2025,"Corbin Carroll","ARI",143,642,31,107,84,32,0.10436137,0.238317757,0.281914893,0.299479166,0.258865248,0.342679127,0.540780141,0.37149713461675615,0.3714392080247027,139.08839604480144,10.26703043282032,40.009503964956885,2.5449557304382324,6.53919756023393,"Corbin Carroll",25878,682998
2019,"Marcus Semien","OAK",162,747,33,123,92,10,0.116465863,0.136546184,0.237442923,0.294455066,0.284627092,0.369477911,0.522070015,0.3725865506485805,0.36223894129685363,137.67703677456774,-0.07111688051372766,35.90061267387344,4.040958881378174,6.503190299885627,"Marcus Semien",12533,543760
2019,"Rafael Devers","BOS",156,702,32,129,115,8,0.068376068,0.169515669,0.244204019,0.339357429,0.310664605,0.360912981,0.554868624,0.3769256896003866,0.36674453272964014,132.32607459015875,-1.7157986499369144,27.287945241541003,13.87292766571045,6.46356070211723,"Rafael Devers",17350,646240
2023,"Marcus Semien","TEX",162,753,29,122,100,14,0.095617529,0.146082337,0.201492538,0.291044776,0.276119402,0.348404255,0.47761194,0.35423160789809754,0.33313218180338544,127.9111308224011,1.295358156785369,26.478214429863012,12.601572036743164,6.4587115071979,"Marcus Semien",12533,543760
2024,"José Ramírez","CLE",158,682,39,114,118,41,0.079178885,0.120234604,0.258064516,0.265346534,0.279032258,0.334801762,0.537096774,0.3642762730118049,0.32929700728845523,141.43936858837043,6.2889870554208755,38.62623908652469,1.243952989578247,6.452328074502275,"Jose Ramirez",13510,608070
2017,"Giancarlo Stanton","MIA",159,692,59,123,132,2,0.122832369,0.235549132,0.350083752,0.288359788,0.281407035,0.375722543,0.631490787,0.4104566109724705,0.402967354395541,158.09080000886834,-3.647675359621644,48.01899121384229,-7.128691393882036,6.435772406540145,"Giancarlo Stanton",4949,519317
2021,"José Ramírez","CLE",152,636,36,111,103,27,0.113207547,0.136792452,0.271739131,0.255760368,0.266304347,0.355345911,0.538043478,0.37188066832554606,0.3756677128530046,139.77967140015403,5.645987127209082,36.62163250093385,5.728395946323872,6.431359120427968,"Jose Ramirez",13510,608070
2016,"Freddie Freeman","ATL",158,693,34,102,91,6,0.128427128,0.246753246,0.266553481,0.370179948,0.30220713,0.399711399,0.568760611,0.40151066532841434,0.39540352878800356,152.03007753144163,-0.46195467188954353,43.945354847658066,-3.0811281204223633,6.430297091049161,"Freddie Freeman",5361,518692
2016,"Robinson Canó","SEA",161,715,39,107,103,0,0.065734265,0.139860139,0.235114504,0.299424184,0.297709923,0.349650349,0.532824427,0.3701482168181445,0.34747154869800995,138.7221619711541,-4.222420549020171,29.01899352481243,9.25541639328003,6.391243167790842,"Robinson Cano",3269,429664
2022,"Trea Turner","LAD",160,708,21,101,100,27,0.063559322,0.185028248,0.168711656,0.341897233,0.297546012,0.342776203,0.466257668,0.3496184023559516,0.33523557396695824,128.0095265665505,6.575029574800283,29.615184325379943,6.8321197628974915,6.381857338794662,"Trea Turner",16252,607208
2023,"Corey Seager","TEX",119,536,33,88,96,2,0.09141791,0.164179104,0.295597484,0.339779005,0.327044025,0.389925373,0.622641509,0.4185934797410042,0.40928490655019567,172.52175497709445,-2.7855119365267456,43.79086182209586,1.85545015335083,6.375255767740738,"Corey Seager",13624,608369
2018,"Matt Chapman","OAK",145,616,24,100,68,1,0.094155844,0.237012987,0.23034735,0.33773087,0.277879341,0.35551948,0.508226691,0.3692072153865517,0.33857473152496687,139.03080263514292,4.006600420223549,32.74892234958956,8.084154844284058,6.371150676855148,"Matt Chapman",16505,656305
2022,"Yordan Alvarez","HOU",135,561,37,95,97,1,0.139037433,0.188948306,0.306382979,0.320359281,0.306382978,0.406417112,0.612765957,0.4265703602113586,0.459507466227952,185.3695676784142,-1.9526514899916947,51.94046353178052,-9.108242869377136,6.361611627303059,"Yordan Alvarez",19556,670541
2022,"Francisco Lindor","NYM",161,706,26,98,107,16,0.083569405,0.188385269,0.17936508,0.30125523,0.269841269,0.338526912,0.449206349,0.34181135130876844,0.33070204234224976,124.49756976678198,1.2084322669543326,21.302787246262437,14.93109655380249,6.352231405713855,"Francisco Lindor",12916,596019
2019,"Ketel Marte","ARI",144,628,32,97,92,10,0.084394904,0.136942675,0.263620387,0.342163355,0.328646748,0.388535031,0.592267135,0.40473624273610953,0.3750142578125,149.85578505795033,3.8314283387735486,45.14006544927551,0.1018669605255127,6.342268433924755,"Ketel Marte",13613,606466
2021,"Bryan Reynolds","PIT",159,646,24,93,90,5,0.116099071,0.184210526,0.220035778,0.345238095,0.302325581,0.390092879,0.522361359,0.3850083169607764,0.3861697219488189,139.8216033903613,0.45843610540032387,33.20747089164053,8.342961549758911,6.340344845445704,"Bryan Reynolds",19326,668804
2024,"Ketel Marte","ARI",136,583,36,93,95,7,0.111492281,0.181818181,0.267857143,0.299191374,0.291666666,0.372212692,0.559523809,0.3909995480337077,0.3922457394900022,151.5932209536712,0.9326784834265709,36.90119123990885,4.792233824729919,6.318788996285611,"Ketel Marte",13613,606466
2021,"Vladimir Guerrero Jr.","TOR",161,698,48,123,111,4,0.123209169,0.157593123,0.289735099,0.3125,0.311258278,0.401146131,0.600993377,0.4190476244334374,0.42102503222088483,165.70161871862166,-1.3445745042990893,54.80332951711422,-15.710068464279175,6.317759362622422,"Vladimir Guerrero Jr.",19611,665489
2025,"José Ramírez","CLE",158,673,30,103,85,44,0.09806835,0.109955423,0.219224283,0.279352226,0.283305227,0.360119047,0.50252951,0.35964188603254466,0.34186335637019233,133.4721923751499,7.250836165621877,33.80128076665129,4.583213627338409,6.297136862613903,"Jose Ramirez",13510,608070
2021,"Carlos Correa","HOU",148,640,26,104,92,0,0.1171875,0.18125,0.205405405,0.307875894,0.279279279,0.365625,0.484684684,0.36358570921757377,0.3690925765560712,132.95456314337574,-1.1534533973317593,24.669005183941746,16.156273365020752,6.292204585200332,"Carlos Correa",14162,621043
2016,"Yasmani Grandal","LAD",126,457,27,49,72,1,0.140043763,0.253829321,0.248717948,0.25,0.228205128,0.33916849,0.476923076,0.3499862073283446,0.35654387147747657,121.29057389599794,-2.1439059861004353,9.839225431604206,37.06382513046265,6.281217120476378,"Yasmani Grandal",11368,518735
2025,"Francisco Lindor","NYM",160,732,31,117,86,31,0.088797814,0.178961748,0.198757764,0.288343558,0.267080745,0.345628415,0.465838509,0.3501807249572179,0.3446629037555343,128.77125428201668,2.7495667804032564,27.710687587606657,9.234126567840576,6.271617221497545,"Francisco Lindor",12916,596019
2016,"Adam Eaton","CHW",157,706,14,91,59,14,0.089235127,0.162889518,0.143780291,0.328600405,0.284329563,0.361945636,0.428109854,0.34361064699151084,0.3282012712049413,117.06288546773575,3.0442507376428694,17.50767173920879,19.37316083908081,6.2175466502702275,"Adam Eaton",11205,594809
2021,"Brandon Crawford","SFG",138,549,24,79,90,11,0.102003642,0.19125683,0.223602485,0.334261838,0.298136645,0.373406193,0.52173913,0.37713274529845237,0.3556676200740245,139.67776093736074,-1.6153606208972633,26.11571689421319,17.36338520050049,6.207326922072458,"Brandon Crawford",5343,543063
2017,"Joey Votto","CIN",162,707,36,106,100,5,0.189533239,0.117397454,0.257602862,0.320627802,0.320214669,0.454031117,0.577817531,0.42821576085153107,0.41560624394103557,163.10797553052072,-7.429760799743235,49.915912077201185,-11.935562908649445,6.197443609770605,"Joey Votto",4314,458015
2023,"Juan Soto","SDP",162,708,35,97,109,12,0.186440677,0.182203389,0.24471831,0.29584352,0.274647887,0.410183875,0.519366197,0.39487367174748716,0.4072248500028103,153.66436746647517,-0.8727160659618676,46.19658292383225,-8.28320837020874,6.180975626479429,"Juan Soto",20123,665742
2019,"Nolan Arenado","COL",155,662,41,102,118,3,0.093655589,0.140483383,0.268707483,0.311688311,0.31462585,0.379154078,0.583333333,0.3915574364764716,0.3426342567174299,129.53253837633753,-1.027523586526513,24.766817003643375,17.240907669067383,6.133603307180165,"Nolan Arenado",9777,571448
2016,"Jean Segura","ARI",153,694,20,102,64,33,0.056195965,0.145533141,0.180533752,0.353281853,0.318681318,0.368115942,0.49921507,0.37110022129964065,0.339183285122826,126.23468125282857,4.582552079344168,27.005980590883983,10.848547458648682,6.1257524568853325,"Jean Segura",5933,516416
2022,"Andrés Giménez","CLE",146,557,17,66,69,20,0.061041292,0.201077199,0.16904277,0.353424657,0.297352342,0.370705244,0.466395112,0.36407862888659287,0.32628532923853026,140.95169372278434,3.87919115787372,29.547331598302012,11.085433006286621,6.117383448034125,"Andres Gimenez",19950,665926
2015,"Lorenzo Cain","KCR",140,604,16,101,72,28,0.061258278,0.162251655,0.170598911,0.346938775,0.306715063,0.360927152,0.477313974,0.3602323677142461,0.36383516743804567,128.12913687835515,6.337585194967687,25.99822623363659,11.788009285926819,6.10563012300664,"Lorenzo Cain",9077,456715
2019,"George Springer","HOU",122,556,39,96,96,6,0.120503597,0.20323741,0.298538622,0.305135951,0.292275574,0.383093525,0.590814196,0.40047988784205807,0.40042492901837384,155.15424580794243,2.2399679627269506,41.43379941275678,1.2601399421691895,6.099654942001088,"George Springer",12856,543807
2015,"Kris Bryant","CHC",151,650,26,87,99,13,0.118461538,0.306153846,0.212880144,0.37758112,0.275491949,0.369230769,0.488372093,0.3707673554237072,0.35456755882085755,135.56018593113032,6.882574149407446,33.81541699740377,3.558193325996399,6.098145841355516,"Kris Bryant",15429,592178
