Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Blake Perkins","MIL",121,434,6,54,43,23,0.096774193,0.248847926,0.091383812,0.312727272,0.240208877,0.315668202,0.331592689,0.28822558540119586,0.2750576098576429,84.12552638252333,2.4212084487080574,-5.8173333090302055,6.447116136550903,1.5634120690893045,"Blake Perkins",19921,663368
"Kyle Higashioka","SDP",84,263,17,29,45,2,0.05703422,0.281368821,0.256097561,0.237179487,0.219512195,0.263358778,0.475609756,0.31389006608315095,0.2978777412239832,104.32753832343454,-1.1377310380339622,0.22326842990345153,6.115130424499512,1.5626135673325137,"Kyle Higashioka",5517,543309
"Ryan Jeffers","MIN",122,465,21,56,64,3,0.068817204,0.202150537,0.206310679,0.237623762,0.225728155,0.299568965,0.432038834,0.316508739159025,0.30361395868761787,105.85778498447152,-0.793875053524971,2.322803314714258,-2.6306926757097244,1.5599917667487153,"Ryan Jeffers",24618,680777
"Spencer Steer","CIN",158,656,20,74,92,25,0.109756097,0.208841463,0.177700349,0.260143198,0.224738675,0.31859756,0.402439024,0.3164798483593773,0.3142231449051254,97.61357331117141,4.5349496603012085,2.662917863173515,-9.573967397212982,1.5510591096120345,"Spencer Steer",26323,668715
"Michael Massey","KCR",100,356,14,45,45,1,0.042134831,0.15730337,0.189759036,0.270676691,0.259036144,0.29378531,0.44879518,0.3165411601323244,0.3090096708735393,103.57712254568187,0.4935866594314575,1.950686879845611,1.24973726272583,1.5491931791741929,"Michael Massey",27684,686681
"Sal Frelick","MIL",145,524,2,66,32,18,0.07442748,0.148854961,0.075789474,0.305555555,0.258947368,0.319845857,0.334736842,0.29205405206808926,0.2786380612873247,86.70234687598976,3.27005635201931,-5.062294936463754,2.2768096923828125,1.5214127283533192,"Sal Frelick",29622,686217
"Vinnie Pasquantino","KCR",131,554,19,64,97,1,0.072202166,0.128158844,0.183467742,0.264916467,0.262096774,0.314647377,0.445564516,0.3245793902787609,0.33062658448150195,109.23137778473206,-1.4433144629001617,4.408383428577507,-8.157171249389648,1.5092887460821536,"Vinnie Pasquantino",27676,686469
"Kyle Isbel","KCR",136,426,8,62,42,11,0.063380281,0.206572769,0.138020834,0.275862068,0.229166666,0.287081339,0.3671875,0.28624969877694784,0.2810467507341783,82.2694900262207,4.033663757145405,-4.6087774470296665,5.003400683403015,1.4990407150570868,"Kyle Isbel",21614,664728
"Luis Rengifo","LAA",78,304,6,41,30,24,0.052631578,0.144736842,0.116607774,0.339055793,0.300353356,0.346534653,0.41696113,0.3346977892881966,0.2949995538189073,118.2238155738176,2.0584987178444862,8.397465889607549,-4.068122923374176,1.487778741831198,"Luis Rengifo",19858,650859
"Trevor Larnach","MIN",112,400,15,59,52,4,0.1,0.2225,0.174647887,0.304347826,0.259154929,0.3375,0.433802816,0.33586232494889645,0.34235347575278735,119.47149246152105,-1.7090501934289932,7.2027376607701505,-6.428126692771912,1.4492816800807724,"Trevor Larnach",21501,663616
"Gavin Lux","LAD",139,487,10,59,50,5,0.090349075,0.225872689,0.132118451,0.311526479,0.250569476,0.320328542,0.382687927,0.3096331884239244,0.3147302057325225,98.29346735824318,0.8263315707445145,-0.1674818225023309,-2.1708335876464844,1.439854232538001,"Gavin Lux",19955,666158
"Jake Burger","MIA",137,579,29,68,76,1,0.053540587,0.259067357,0.209345795,0.291666666,0.250467289,0.300518134,0.459813084,0.3254176387547207,0.3378220929039849,107.10199781380807,-0.6811041459441185,4.236124266662797,-9.694618463516235,1.4352359718745888,"Jake Burger",22275,669394
"Ryan Mountcastle","BAL",124,507,13,54,63,3,0.053254437,0.224852071,0.154334038,0.326704545,0.270613107,0.307692307,0.424947145,0.3155164792692873,0.33168919378589734,107.40570198559645,-0.8342187628149986,3.4619348171818194,-6.39782190322876,1.4323526982343306,"Ryan Mountcastle",18373,663624
"Kevin Newman","ARI",111,311,3,41,28,8,0.048231511,0.154340836,0.097222223,0.322175732,0.277777777,0.311475409,0.375,0.2984641043371276,0.2718344458652408,89.31052439754703,0.8850627616047859,-3.0903119780403085,6.549614667892456,1.430985341064204,"Kevin Newman",17696,621028
"Zack Gelof","OAK",138,547,17,60,49,25,0.069469835,0.34369287,0.150905433,0.296296296,0.211267605,0.270220588,0.362173038,0.2764205327805351,0.27093508669465066,82.200735945859,4.283658906817436,-6.856592186170106,2.48012575507164,1.420501095986472,"Zack Gelof",29766,680869
"Jesse Winker","- - -",145,508,14,63,58,14,0.124015748,0.208661417,0.15116279,0.303514376,0.253488372,0.359683794,0.404651162,0.33783508328691364,0.32921015270172604,117.67612396301912,-2.8266476839780807,7.911071334461189,-11.492769360542297,1.3839422503368202,"Jesse Winker",13590,608385
"Lane Thomas","- - -",130,528,15,65,63,32,0.083333333,0.259469696,0.163135593,0.298461538,0.237288135,0.308712121,0.400423728,0.3088420941662291,0.3073699705062374,98.80129304021477,3.989039823412895,3.383000171053884,-7.656508311629295,1.376071282125522,"Lane Thomas",16939,657041
"Ben Rortvedt","TBR",112,328,3,27,31,1,0.103658536,0.268292682,0.075862069,0.316582914,0.227586206,0.31707317,0.303448275,0.283089577061374,0.26749148690627395,86.97182020926962,-1.0650296062231064,-5.954515464261594,8.304723381996155,1.3655350645553705,"Ben Rortvedt",20287,666163
"Yasmani Grandal","PIT",72,243,9,26,27,1,0.098765432,0.189300411,0.172093024,0.248447204,0.227906976,0.304166666,0.4,0.3082559163371722,0.32511310577392577,95.01867221816315,-1.0575780272483826,-2.5050583818682957,7.501861572265625,1.3550073261009676,"Yasmani Grandal",11368,518735
"Rob Refsnyder","BOS",93,307,11,32,40,2,0.091205211,0.254071661,0.1875,0.358695652,0.283088235,0.359477124,0.470588235,0.35831892098251145,0.3262784347282385,131.76174300797626,-1.205565020442009,9.951457515284805,-7.0299012660980225,1.3526553380865725,"Rob Refsnyder",13770,608701
"Max Schuemann","OAK",133,459,7,55,34,14,0.102396514,0.259259259,0.088383839,0.291970802,0.219696969,0.310572687,0.308080808,0.28090951227406574,0.2959196115905493,85.35837579404581,2.235509902238846,-5.45415737688759,3.1521936655044556,1.3335090709427455,"Max Schuemann",24488,680474
"Nick Gonzales","PIT",94,387,7,42,49,5,0.046511627,0.19121447,0.128133704,0.319148936,0.270194986,0.310880829,0.39832869,0.3070752961294992,0.31740257322943866,94.22403389143035,0.19976124167442322,-2.473225998932392,2.44090473651886,1.332765637412285,"Nick Gonzales",27490,693304
"Joey Bart","PIT",80,282,13,38,45,0,0.078014184,0.258865248,0.197628458,0.321428571,0.264822134,0.336879432,0.462450592,0.3469483698090763,0.3302679879324777,121.06134562344147,-1.488774485886097,5.613484547021601,-2.191148042678833,1.327046091161202,"Joey Bart",21524,663698
"LaMonte Wade Jr.","SFG",117,401,8,45,34,2,0.154613466,0.224438902,0.120845921,0.330508474,0.259818731,0.38,0.380664652,0.3374564818189114,0.3544411188439478,118.8692961257012,-1.9692080691456795,7.078974545581003,-7.647668242454529,1.3257048110884269,"LaMonte Wade Jr.",18126,664774
"Michael Conforto","SFG",130,488,20,56,66,0,0.086065573,0.241803278,0.212328767,0.277227722,0.237442922,0.309426229,0.449771689,0.32669340829829663,0.35042542133134663,111.62500987908453,-1.7192870676517487,5.064534823391757,-8.645740270614624,1.314943835733911,"Michael Conforto",16376,624424
"James Wood","WSN",79,336,9,43,41,14,0.116071428,0.288690476,0.162711865,0.365079365,0.264406779,0.354166666,0.427118644,0.34206041827130673,0.3480100803032607,119.6393112199534,0.3631829619407654,8.25408794860089,-6.80095648765564,1.3101041401658537,"James Wood",29518,695578
"Ozzie Albies","ATL",99,435,10,52,53,8,0.062068965,0.149425287,0.152882205,0.274390243,0.250626566,0.303448275,0.403508771,0.3070691708860726,0.30160251740486393,95.60600452924389,0.30790816247463226,-1.9777440391080985,0.11826038360595703,1.3097787427366776,"Ozzie Albies",16556,645277
"Richie Palacios","TBR",92,316,5,46,21,19,0.142405063,0.212025316,0.09469697,0.279792746,0.223484848,0.346031746,0.318181818,0.30282458691551284,0.3250275391798753,100.85382916243945,3.0562972649931908,3.3650164890483802,-1.2337281107902527,1.3018471030161949,"Richie Palacios",24589,680700
"Andy Pages","LAD",116,443,13,65,46,1,0.065462753,0.243792325,0.158808933,0.304195804,0.248138957,0.305429864,0.40694789,0.3098208853022545,0.32128659467762316,98.41980022325755,-0.5219175517559052,-1.359016905615455,-1.2585776597261429,1.2591024840047955,"Andy Pages",24816,681624
"Jeff McNeil","NYM",129,472,12,57,44,5,0.074152542,0.144067796,0.146226415,0.256484149,0.238207547,0.307855626,0.384433962,0.3035550645057191,0.2879663345661569,96.94198683400211,-1.9447963535785675,-3.6708036762980365,0.05946755409240723,1.2565925784075376,"Jeff McNeil",15362,643446
"Maikel Garcia","KCR",157,626,7,84,58,37,0.067092651,0.164536741,0.100869566,0.268085106,0.231304347,0.281350482,0.332173913,0.27008225181861706,0.3001840965540846,70.89697766953812,8.074000909924507,-12.771773477935088,4.074806571006775,1.2447227357159438,"Maikel Garcia",22715,672580
"Harrison Bader","NYM",143,437,12,57,51,17,0.048054919,0.217391304,0.136815921,0.275747508,0.236318407,0.28375286,0.373134328,0.2853290042199126,0.2951038229054418,84.67459893540745,-1.6392023116350174,-9.647764828596605,7.001508355140686,1.2354275611004026,"Harrison Bader",18030,664056
"Leody Taveras","TEX",151,529,12,59,44,23,0.079395085,0.211720226,0.122916667,0.272222222,0.229166666,0.288973384,0.352083333,0.28214366399743257,0.2952270215498533,83.89084219336124,1.598325476050377,-8.152336819220944,2.177668482065201,1.193824758897297,"Leody Taveras",18900,665750
"Justin Turner","- - -",139,539,11,59,55,0,0.109461966,0.176252319,0.123913043,0.299168975,0.258695652,0.354359925,0.382608695,0.32655321508368523,0.3284021729197582,116.46404160788208,-4.55053286254406,5.603319104326765,-12.286426551640034,1.1548908164992762,"Justin Turner",5235,457759
"Paul Goldschmidt","STL",154,654,22,70,65,11,0.071865443,0.264525993,0.168614357,0.307881773,0.245409015,0.301538461,0.414023372,0.30982255549342547,0.3289044501242623,100.02900100910847,-0.05907219648361206,-0.036391721660149035,-10.655078768730164,1.1537208876533984,"Paul Goldschmidt",9218,502671
"Royce Lewis","MIN",82,325,16,40,47,0,0.086153846,0.227692307,0.219178082,0.251207729,0.232876712,0.295384615,0.452054794,0.3174114555766339,0.3187372906607871,106.49277414759028,-1.120257928967476,1.294197899013111,-1.085893154144287,1.134054555731263,"Royce Lewis",20437,668904
"Connor Wong","BOS",126,487,13,54,52,8,0.057494866,0.234086242,0.14541387,0.347826086,0.279642058,0.333333333,0.425055928,0.3301827815390125,0.2875988883261355,111.97020793659279,-0.19578561931848526,6.474374559122744,-11.667884349822998,1.130726470133625,"Connor Wong",19896,657136
"Johan Rojas","PHI",120,363,3,47,32,25,0.035812672,0.190082644,0.079881657,0.296992481,0.24260355,0.278873239,0.322485207,0.26546722213986895,0.2495421718543684,66.48685072161118,4.766797207295895,-9.78052809344375,8.459070086479187,1.116767376872801,"Johan Rojas",24336,679032
"Luis Arraez","- - -",150,672,4,83,46,9,0.035714285,0.043154761,0.078492936,0.323966942,0.313971742,0.346268656,0.392464678,0.3227873320343612,0.3250618953218703,109.21884083893246,-0.9683540388941765,6.439746615190863,-18.095480978488922,1.116278262462667,"Luis Arraez",18568,650333
"Mauricio Dubón","HOU",137,428,4,45,47,3,0.037383177,0.128504672,0.092039801,0.298850574,0.268656716,0.296470588,0.360696517,0.2863087520879858,0.2718640230507997,85.97414846092626,-1.5945124104619026,-8.463276712549732,5.009430646896362,1.1084259512477481,"Mauricio Dubon",16530,643289
"Michael Siani","STL",124,334,2,42,20,20,0.062874251,0.275449101,0.05704698,0.321951219,0.228187919,0.284829721,0.285234899,0.25681112332978856,0.24294183558764115,64.34867343344483,2.8292624428868294,-11.409867245456047,10.657405734062195,1.075410576886315,"Michael Siani",22557,672279
"Jonah Bride","MIA",71,272,11,30,39,0,0.110294117,0.202205882,0.185344828,0.306358381,0.275862068,0.356617647,0.461206896,0.3511037305272373,0.29691283729243545,124.39049825938962,-1.641207493841648,6.29203739824675,-5.0969900488853455,1.0624920805860496,"Jonah Bride",24703,681146
"Jorge Soler","- - -",142,574,21,84,64,1,0.118466898,0.245644599,0.200811359,0.292537313,0.24137931,0.338003502,0.442190669,0.33977710313429554,0.34693167167797423,119.58796962459358,-4.398667372763157,9.046388107595632,-17.95328962802887,1.061829971046185,"Jorge Soler",14221,624585
"Brayan Rocchio","CLE",143,442,8,50,36,10,0.099547511,0.203619909,0.109660574,0.244827586,0.206266318,0.297727272,0.315926892,0.2758581871866908,0.2753474266017409,79.24428137441816,-2.2030488550662994,-12.700059830345976,8.297021865844727,1.0583204236219297,"Brayan Rocchio",23690,677587
"George Springer","TOR",145,614,19,74,56,16,0.097719869,0.187296416,0.150458715,0.244552058,0.220183486,0.303425774,0.370642201,0.2983212936760745,0.3215033109070825,94.45291379764271,3.4486011937260628,-0.4484749681065834,-9.672271013259888,1.0565996169344483,"George Springer",12856,543807
"Mike Tauchman","CHC",109,350,7,50,29,6,0.134285714,0.2,0.117449665,0.301801801,0.248322147,0.357142857,0.365771812,0.3253509421007974,0.327105809077834,110.13161976808792,0.03680560737848282,4.277219136034284,-5.82851779460907,1.048147919638788,"Mike Tauchman",15274,643565
"Jose Miranda","MIN",121,429,9,44,49,2,0.041958041,0.153846153,0.157107232,0.318181818,0.284289276,0.321678321,0.441396508,0.3278782245154693,0.30569247664692245,113.8553131680205,-3.553858131170273,3.247243207624871,-7.462417840957642,1.0332208693529368,"Jose Miranda",20538,669304
"Wenceel Pérez","DET",112,425,9,51,37,9,0.075294117,0.216470588,0.141388175,0.294117647,0.241645244,0.300236406,0.383033419,0.29876415132067163,0.29199612996224583,93.89308558469209,1.5278926640748978,-1.441833266503238,-2.6498144268989563,1.0322856350718936,"Wenceel Perez",22857,672761
"Ceddanne Rafaela","BOS",152,571,15,70,75,19,0.026269702,0.264448336,0.143382353,0.312335958,0.246323529,0.274165202,0.389705882,0.28604016988210273,0.2731288318902674,80.91939343147581,0.5855370610952377,-11.880657260497543,2.938391327857971,1.031112586796556,"Ceddanne Rafaela",24262,678882
"Zach McKinstry","DET",118,325,4,32,23,16,0.073846153,0.212307692,0.121212121,0.265486725,0.215488215,0.276923076,0.336700336,0.27027658737622773,0.29451090023841386,73.85435134267033,5.0408230647444725,-4.681910599178133,3.6867868900299072,1.009767197279765,"Zach McKinstry",19392,656716
"Tyrone Taylor","NYM",130,345,7,47,35,11,0.055072463,0.231884057,0.153605016,0.309012875,0.247648902,0.299418604,0.401253918,0.3036750242244398,0.3013391300123565,97.0227279474779,0.5197367966175079,-0.7085475019448435,-1.1210148334503174,1.0021471571129397,"Tyrone Taylor",13675,621438
"Jake Fraley","CIN",116,382,5,44,26,20,0.068062827,0.183246073,0.108571428,0.330935251,0.277142857,0.329842931,0.385714285,0.31398372625181187,0.2845157422517475,95.93351203322158,1.5831176340579987,-0.2744478760021578,-2.8513007164001465,0.9960211643708363,"Jake Fraley",19260,641584
"Josh Lowe","TBR",106,387,10,37,34,25,0.082687338,0.317829457,0.150141643,0.337837837,0.240793201,0.302325581,0.390934844,0.29874266905821956,0.2947798049169794,97.98252478205855,3.332039386034012,2.43868292835038,-5.742661833763123,0.9835525254528394,"Josh Lowe",19953,666139
"Oswaldo Cabrera","NYY",109,326,8,47,36,4,0.064417177,0.193251533,0.117056856,0.285714285,0.247491638,0.296296296,0.364548494,0.2897587115014041,0.2865153484462951,88.96475564950256,-0.45786503702402115,-4.574147431075719,3.034728229045868,0.956976798595394,"Oswaldo Cabrera",21707,665828
"Max Kepler","MIN",105,399,8,43,42,1,0.055137844,0.200501253,0.127717391,0.300353356,0.252717391,0.301507537,0.380434782,0.2980898906238115,0.30114607377485797,92.90159078123989,-0.8658795952796936,-4.106584866944457,0.07993555068969727,0.9499952147210144,"Max Kepler",12144,596146
"Ronald Acuña Jr.","ATL",49,222,4,38,15,16,0.121621621,0.238738738,0.114583333,0.325925925,0.25,0.351351351,0.364583333,0.32185090957461177,0.34973807356476244,105.55512789789567,2.5507562831044197,4.025472041957214,-2.3115074411034584,0.9434614585912252,"Ronald Acuna Jr.",18401,660670
"Jacob Stallings","COL",82,281,9,31,36,0,0.096085409,0.231316725,0.189300412,0.323529411,0.263374485,0.357142857,0.452674897,0.352632313646296,0.318087140575643,113.33842187131926,-3.4869043231010437,0.9950977551145321,-1.601572871208191,0.9075071097166046,"Jacob Stallings",13723,607732
"Ramón Urías","BAL",100,301,11,39,37,1,0.07641196,0.182724252,0.169117647,0.280193236,0.25367647,0.322259136,0.422794117,0.3252721706102061,0.32776403585541686,114.2680545022634,-0.6283322647213936,4.285687088873038,-5.596926510334015,0.8949625871457132,"Ramon Urias",18795,602104
"Nicky Lopez","CHW",124,445,1,40,21,5,0.083146067,0.150561797,0.052763819,0.287878787,0.24120603,0.312072892,0.293969849,0.2751438505014146,0.26811327999585294,77.2715264897333,-0.4564746394753456,-12.029206401721243,5.937574625015259,0.8941959006373978,"Nicky Lopez",19339,670032
"Ramón Laureano","- - -",98,309,11,35,33,8,0.048543689,0.310679611,0.178321679,0.35,0.258741258,0.310679611,0.437062937,0.32408985736686435,0.31139258350755017,107.97904954957181,-0.756819948554039,2.402610587576743,-4.13387668132782,0.8855816476876217,"Ramon Laureano",17128,657656
"Masataka Yoshida","BOS",108,421,10,45,56,2,0.064133016,0.123515439,0.134920635,0.301886792,0.28042328,0.349168646,0.415343915,0.33647743681547476,0.32209792329693065,116.39799700540044,-2.488952100276947,5.4101641617934675,-10.914525648928247,0.8726909457187662,"Masataka Yoshida",31837,807799
"Jonny DeLuca","TBR",107,362,6,29,31,16,0.066298342,0.212707182,0.114457832,0.26506024,0.216867469,0.277777777,0.331325301,0.26887733275511805,0.27180997375658295,76.9746373265509,0.6458070650696754,-8.891387825082528,5.059021711349487,0.8434017931100711,"Jonny DeLuca",26365,676356
"Mark Canha","- - -",125,462,7,46,42,7,0.11038961,0.207792207,0.1043257,0.298305084,0.241730279,0.344155844,0.346055979,0.309831370478091,0.2883954670118249,101.35053264332015,0.8805939927697182,1.6284090838387286,-8.803069025278091,0.8430248055193996,"Mark Canha",11445,592192
"Jason Heyward","- - -",87,258,10,33,37,5,0.085271317,0.205426356,0.201754386,0.226190476,0.210526315,0.287937743,0.412280701,0.30021066759146897,0.2897141261363593,93.01913708660175,2.6376222148537636,0.4723472200195773,-0.942444920539856,0.8404003007859312,"Jason Heyward",4940,518792
"Giancarlo Stanton","NYY",114,459,27,49,72,0,0.082788671,0.31154684,0.242206235,0.281124497,0.232613908,0.298474945,0.474820143,0.3298972602485306,0.35187466659209804,117.19903053424487,-4.372267305850983,4.660529907869094,-11.774690628051758,0.8365162895476825,"Giancarlo Stanton",4949,519317
"Sean Murphy","ATL",72,264,10,19,25,0,0.102272727,0.253787878,0.158798283,0.222929936,0.193133047,0.284090909,0.35193133,0.28139100781864995,0.3100114142757723,78.32284064567278,-0.3624197468161583,-7.205751296880492,6.479703912511468,0.8364660633528589,"Sean Murphy",19352,669221
"Orlando Arcia","ATL",157,602,17,50,46,2,0.068106312,0.212624584,0.136116153,0.249394673,0.217785843,0.271214642,0.353901996,0.2726847584048907,0.2608321582194555,72.46293801034192,-1.095210276544094,-20.918484001961122,8.75169837474823,0.8218255436212739,"Orlando Arcia",13185,606115
"Donovan Solano","SDP",96,309,8,31,35,2,0.071197411,0.210355987,0.130742049,0.345971563,0.286219081,0.343042071,0.41696113,0.3331028579894007,0.3067352493087967,117.2590642392403,-3.165072910487652,3.2122294615975617,-6.005945682525635,0.7782828161901814,"Donovan Solano",8623,456781
"Jorge Mateo","BAL",68,208,5,30,18,13,0.048076923,0.23076923,0.171875,0.274647887,0.229166666,0.266990291,0.401041666,0.28582991789845585,0.27063660040134335,86.52356846832944,3.8498392403125763,0.642507726244169,-0.21463465690612793,0.7562162005088761,"Jorge Mateo",17273,622761
"Brendan Rodgers","COL",135,539,13,67,54,1,0.057513914,0.244897959,0.139720559,0.337988826,0.267465069,0.314126394,0.407185628,0.31360177787322574,0.2959806399237841,87.06819590311625,-0.8672080412507057,-9.20227640921415,-1.523686408996582,0.7531251979310014,"Brendan Rodgers",17907,663898
"Christian Vázquez","MIN",93,315,7,29,27,3,0.034920634,0.206349206,0.105442177,0.256637168,0.221088435,0.248387096,0.326530612,0.25004671965875935,0.26499237552765875,59.107043202858364,-2.5396029204130173,-17.27848943291044,13.933874726295471,0.7328850609260524,"Christian Vazquez",9774,543877
"Andy Ibáñez","DET",99,244,5,30,32,2,0.061475409,0.258196721,0.116071429,0.310126582,0.241071428,0.295081967,0.357142857,0.2869353824463047,0.2686855951944987,85.57248799530191,-0.17428573220968246,-4.202261767809348,3.131331443786621,0.7246585345643385,"Andy Ibanez",18819,628451
"Nolan Schanuel","LAA",147,607,13,62,54,10,0.112026359,0.169686985,0.111753372,0.285365853,0.250481695,0.343283582,0.362235067,0.3154721189889544,0.317814704780769,104.700086465124,-3.4775820150971413,-0.21320624257920917,-13.062057495117188,0.7068457568033597,"Nolan Schanuel",33189,694384
"Abraham Toro","OAK",94,364,6,34,26,4,0.054945054,0.17032967,0.109792284,0.278810408,0.240356083,0.292817679,0.350148367,0.2830058539343012,0.2912699522404129,86.83298532864347,0.6174823120236397,-4.866478093532894,-0.4605565629899502,0.6958822276153156,"Abraham Toro",19844,647351
"Gio Urshela","- - -",128,461,9,34,52,0,0.04989154,0.156182212,0.111111111,0.278089887,0.25,0.286334056,0.361111111,0.2813197794167892,0.30161941494931277,80.39614628953665,-2.7010237723588943,-13.076636721199053,4.265395153313875,0.6720714424409648,"Gio Urshela",10681,570482
"Alec Burleson","STL",152,595,21,71,78,9,0.058823529,0.127731092,0.151736745,0.276315789,0.268738574,0.314189189,0.420475319,0.31856830126127683,0.32870568744206835,105.91548739806633,-3.037570096552372,1.1713316113083563,-14.689480304718018,0.6580925838363327,"Alec Burleson",27615,676475
"Kevin Pillar","- - -",100,314,8,38,45,12,0.050955414,0.219745222,0.147887324,0.271428571,0.228873239,0.290734824,0.376760563,0.2925059909637744,0.27530995877786946,88.63006003430426,1.432077705860138,-2.6529351443493043,-1.4599926620721817,0.650112224320961,"Kevin Pillar",12434,607680
"Triston Casas","BOS",63,243,13,28,32,0,0.12345679,0.316872427,0.221698113,0.311475409,0.240566037,0.337448559,0.46226415,0.342131487245839,0.3315277099609375,120.37517154324489,-2.187117211520672,3.478055503766848,-5.289862215518951,0.6447192992899113,"Triston Casas",22514,671213
"Enrique Hernández","LAD",126,393,12,44,42,0,0.06870229,0.195928753,0.143646409,0.257246376,0.229281767,0.280612244,0.372928176,0.2851201274565288,0.28522841784418845,81.79449705125262,0.47461701929569244,-8.081102054089765,0.8874865435063839,0.6138782126642384,"Enrique Hernandez",10472,571771
"Alex Verdugo","NYY",149,621,13,74,61,2,0.078904991,0.149758454,0.123434705,0.252699784,0.232558139,0.290791599,0.355992844,0.2834208144509927,0.30199125215604705,84.5065494338301,-2.4940835386514664,-13.503019827261786,-1.2658147811889648,0.6005180049240338,"Alex Verdugo",17027,657077
"Miguel Amaya","CHC",117,363,8,32,47,0,0.063360881,0.170798898,0.125,0.260536398,0.231707317,0.287709497,0.356707317,0.28308923717317636,0.3006229829252436,81.68659547466942,-2.7316190004348755,-10.681067462618593,4.3445411920547485,0.5988225128835164,"Miguel Amaya",21693,665804
"Starling Marte","NYM",94,370,7,46,40,16,0.072972972,0.218918918,0.119402985,0.333333333,0.268656716,0.326975476,0.388059701,0.31305298876892673,0.33662289478739754,103.33474090927403,2.1154643297195435,3.590916398807048,-10.177248001098633,0.5971904358440627,"Starling Marte",9241,516782
"J.D. Martinez","NYM",120,495,16,46,69,0,0.098989898,0.284848484,0.170506912,0.308243727,0.235023041,0.3197556,0.405529953,0.3184588671701746,0.35147873236208543,106.97326762546105,-2.3023551404476166,1.8252944025868771,-12.638888359069824,0.5921664214652385,"J.D. Martinez",6184,502110
"Nick Fortes","MIA",110,335,4,28,29,0,0.03283582,0.122388059,0.090909091,0.246268656,0.227272727,0.259146341,0.318181818,0.2524887932146468,0.24564590220786744,58.01588577381421,-2.250749759376049,-19.06939795737359,13.427116870880127,0.5738535774305007,"Nick Fortes",21538,663743
"Brett Wisely","SFG",91,272,4,25,31,2,0.047794117,0.238970588,0.107142857,0.301075268,0.238095238,0.277777777,0.345238095,0.2723225388262007,0.2554235565528441,75.02968781063545,-1.1999789774417877,-9.321813944624884,5.622098684310913,0.5569721113905276,"Brett Wisely",27735,689172
"Luis Robert Jr.","CHW",100,425,14,47,35,23,0.065882352,0.331764705,0.155216285,0.30962343,0.223918575,0.278301886,0.37913486,0.28526280544945415,0.2789472457632033,84.38940604609681,0.9280400350689888,-6.663221689579743,-2.0540064573287964,0.5545661878108923,"Luis Robert Jr.",20043,673357
"Danny Jansen","- - -",94,324,9,35,24,0,0.12345679,0.188271604,0.143884892,0.227488151,0.205035971,0.308641975,0.348920863,0.2942591960783358,0.2899311136755144,90.14526188489567,-1.080868512392044,-4.73425573206119,-0.6656176745891571,0.5514314450769201,"Danny Jansen",16535,643376
"Jarred Kelenic","ATL",131,449,15,49,45,7,0.071269487,0.296213808,0.162621359,0.299625468,0.230582524,0.285714285,0.393203883,0.2941608500960689,0.3075933947125804,86.91781982188918,1.774370089173317,-5.249682454541624,-4.6239683628082275,0.5304282546491861,"Jarred Kelenic",22558,672284
"Leo Jiménez","TOR",63,210,4,18,19,0,0.057142857,0.28095238,0.12849162,0.310924369,0.229050279,0.328571428,0.357541899,0.30816414923894975,0.3107744852701823,101.37657940807239,-1.4763209372758865,-1.1455508933998104,-0.7515443563461304,0.5229451592417094,"Leo Jimenez",23782,677870
"Trent Grisham","NYY",76,209,9,21,31,1,0.105263157,0.272727272,0.195530726,0.217391304,0.189944134,0.289855072,0.38547486,0.29526050634754514,0.3022792223587777,92.83483050009183,-1.1025270521640778,-2.816004378772213,0.9516867101192474,0.5229071493533702,"Trent Grisham",18564,663757
"Connor Joe","PIT",123,416,9,49,36,2,0.10576923,0.21875,0.14010989,0.278195488,0.228021978,0.319711538,0.368131868,0.3049523913716695,0.27724827199742413,92.79517347246482,-0.3966757655143738,-3.9807594685499677,-4.908420085906982,0.5181708879266937,"Connor Joe",16572,656582
"Kyle Farmer","MIN",107,242,5,26,25,3,0.078512396,0.202479338,0.139534884,0.251533742,0.213953488,0.293388429,0.353488372,0.28496870386155315,0.29243075052897133,83.6718800561812,-3.156367115676403,-7.6776028903504505,4.649440884590149,0.515673682108409,"Kyle Farmer",14813,571657
"Andrew McCutchen","PIT",120,515,20,66,50,3,0.112621359,0.258252427,0.178571428,0.282828282,0.232142857,0.328155339,0.410714285,0.32450418655510543,0.3266426666438231,105.95487183118608,-2.863839812576771,0.8034136885471961,-13.102145433425903,0.5078340495846205,"Andrew McCutchen",9847,457705
"Nick Ahmed","- - -",71,228,2,20,17,2,0.048245614,0.22368421,0.066666667,0.2875,0.228571428,0.266666666,0.295238095,0.24845846520529852,0.26025730105383055,58.688072297776394,-0.49002785608172417,-11.753481913315227,8.913577072322369,0.49386294790955065,"Nick Ahmed",12147,605113
"Garrett Hampson","KCR",113,231,0,16,16,7,0.06060606,0.255411255,0.070422535,0.314102564,0.230046948,0.27510917,0.300469483,0.25504547097276914,0.2420381746794048,60.319798946461056,1.413862220942974,-9.074108137451812,6.12680577673018,0.4863694381684326,"Garrett Hampson",19262,641658
